,id,name
229,229,Посуда алюминиевая литая (кроме посуды для детей до 3 лет)
230,230,Посуда алюминиевая штампованная
231,231,Посуда и изделия из сплавов цветных металлов
232,232,"Посуда и изделия хозяйственные металлические литые, из жести и листовой стали"
233,233,"Посуда и приборы столовые из мельхиора, нейзильбера с золотым или серебряным покрытием (кроме изделий для детей до 3 лет)"
234,234,Посуда из коррозионно-стойкой стали для взрослых
235,235,"Посуда из мельхиора, латуни, нейзильбера с хромовым или никелевым покрытием (кроме изделий для детей до 3 лет)"
236,236,Посуда из нержавеющей стали
237,237,Посуда из стекла для взрослых
238,238,"Посуда керамическая (фарфоровая, полуфарфоровая, фаянсовая, майоликовая) для взрослых"
239,239,Посуда хозяйственная из бесцветного жаростойкого стекла и посуда хозяйственная из ситаллов
240,240,Посуда хозяйственная из листового алюминия (кроме посуды для детей и подростков)
241,241,Посуда хозяйственная стальная эмалированная
242,242,Посуда хозяйственная стальная эмалированная для взрослых
243,243,Посуда хозяйственная чугунная эмалированная
244,244,"Посуда хозяйственная, термосы и колбы, изделия ламповые"
245,245,"Посуда художественная керамическая, применяемая для пищевых продуктов, стопки (стаканы) (кроме изделий для детей до 3 лет)"
246,246,Посуда чугунная черная
247,247,"Посуда, в том числе одноразового применения (кроме изделий для детей до 3 лет)"
248,248,Предметы металлической галантереи:
249,249,"Предметы сервировки стола, в том числе одноразового применения (кроме изделий для детей и подростков)"
250,250,Предохранители высоковольтные для подвижного состава железных дорог
251,251,Премиксы
252,252,Преобразователи для подвижного состава железных дорог
253,253,Препарат ферментный протосубтилин ГЗх
254,254,Препараты диагностические ветеринарные
255,255,Препараты и средства химико-фармацевтические для ветеринарии
256,256,"Приборы для измерения давления: приборы для измерения артериального давления механические, электромеханические и электронные"
257,257,"Приборы для измерения массы, силы, энергии, линейных и угловых величин, температуры электронные"
258,258,"Приборы для измерения объема и газового состава вдыхаемого и выдыхаемого воздуха и крови, капнометры, оксиметры"
259,259,"Приборы для измерения частоты, скорости, ускорения, временных интервалов и перемещения"
260,260,Приборы для исследования звуковых колебаний в органах человека
261,261,Приборы для функциональной диагностики измерительные
262,262,Приборы для функциональной диагностики измерительные:
263,263,"Приборы для функциональной диагностики, томографы"
264,264,Приборы и аппараты для диагностики (кроме измерительных). Очки
265,265,"Приборы и аппараты для лечения, инкубаторы детские"
266,266,"Приборы и аппараты для лечения, наркозные. Устройства для замещения функций органов и систем организма"
267,267,"Приборы и аппараты для электролечения высокочастотные и квантовые: аппараты для высокочастотной электрохирургии, аппараты для УВЧ, коротковолновой терапии, аппараты для электролечения квантовые, аппараты для микроволновой терапии"
268,268,"Приборы и аппараты для электролечения низкочастотные, стимуляторы нервов и мышц"
269,269,"Приборы и аппараты радиотерапевтические, рентгенотерапевтические и ультразвуковые терапевтические, дозиметры, гамма-терапевтические аппараты, симуляторы (имитаторы)"
270,270,Приборы офтальмологические
271,271,Приборы радиодиагностические
272,272,Приборы столовые и принадлежности кухонные
273,273,Приборы столовые и принадлежности кухонные из коррозионно-стойкой стали (кроме изделий для детей до 3 лет)
274,274,Приборы столовые из углеродистой стали и алюминиевых сплавов (кроме приборов столовых для детей и подростков)
275,275,Приборы эндоскопические и увеличительные
276,276,Приемники радиовещательные и магнитолы автомобильные
277,277,"Приспособления для домашней обработки продуктов. Принадлежности столовые и кухонные. Изделия гончарные, щепные, бондарные, плетеные и другие"
278,278,"Продукция белковая, концентраты фосфатидные, ядро масличное, продукты переработки масличных семян, глицерин натуральный, соапстоки"
279,279,Продукция комбикормовой промышленности
280,280,Продукция кормопроизводства прочая
281,281,Продукция косметическая
282,282,Продукция микробиологической и мукомольно-крупяной промышленности
283,283,Продукция микробиологической промышленности
284,284,Продукция мукомольно-крупяной промышленности кормовая
285,285,"Продукция мукомольно-крупяной промышленности прочая, побочная и отходы"
286,286,"Продукция фанерного производства, плиты, спички"
287,287,Прокат из коррозионно-стойкой стали для хирургических имплантатов
288,288,"Прокладки (пакеты) женские гигиенические, в том числе медицинского назначения"
289,289,"Протезы верхних и нижних конечностей, ортезы"
290,290,"Протезы кровеносных сосудов и клапанов сердца, линзы интраокулярные, электрокардиостимуляторы вживляемые"
291,291,Протезы суставов вживляемые
292,292,Пузыри резиновые для льда (кроме изделий для ухода за детьми и подростками)
293,293,"Разрядники, ограничители перенапряжений"
294,294,"Разъединители и заземлители, отделители и короткозамыкатели"
295,295,"Разъединители, короткозамыкатели, отделители, заземлители высоковольтные для локомотивов и моторвагонного подвижного состава"
296,296,Растворы строительные
297,297,Растры отсеивающие
298,298,Реакторы и реакторное оборудование для электровозов и электропоездов
299,299,"Реакторы, включая реакторы токоограничивающие бетонные"
300,300,Рентгеновские генераторы
301,301,Рентгеновские питающие устройства
302,302,Рукава напорные резинотканевые (прокладочные)
303,303,Рукава резиновые напорные с текстильным каркасом
304,304,Рыбий жир (кроме жира технического)
305,305,Салфетки разного назначения
306,306,Сифоны бытовые и баллончики к ним
307,307,Скатерти бумажные
308,308,Смеси и растворы строительные
309,309,Смеси строительные
310,310,"Составные части патронов ручного огнестрельного оружия: дробь охотничья, спортивная и картечь"
311,311,Составные части патронов ручного огнестрельного оружия: пули для пневматического оружия
312,312,Составные части патронов ручного огнестрельного оружия: пули патронов к нарезному и гладкоствольному оружию
313,313,"Составные части патронов ручного огнестрельного оружия: пыжи, пыжи контейнеры"
314,314,Спички
315,315,Средства дезинсекционные
316,316,Средства дезинсекционные против бытовых насекомых
317,317,"Средства дезинфекционные, дезинсекционные и дератизационные"
318,318,Средства дезинфицирующие
319,319,Средства дератизационные
320,320,Средства для борьбы с домашними грызунами
321,321,Средства для защиты растений садов и огородов от сельскохозяйственных вредителей и сорняков и минеральные удобрения
322,322,Средства для стирки
323,323,Средства защиты растений химические (пестициды)
324,324,Средства защиты растений химические (пестициды) 
325,325,Средства моющие
326,326,Средства моющие синтетические порошкообразные
327,327,Средства пеномоющие
328,328,"Средства перемещения и перевозки медицинские, носилки, тележки, кресла-коляски реабилитационные, ходунки, подъемники реабилитационные"
329,329,"Средства по уходу за зубами и полостью рта (флоссы, флоссодержатели, ирригаторы, стимуляторы для полости рта, ершики, зубочистки, порошки и таблетки для обработки зубных протезов, красящие таблетки для выявления зубного налета, средства для отбеливания зубов)"
330,330,Средства по уходу за контактными линзами
331,331,"Средства против бытовых насекомых, грызунов для дезинфекции и антисептики"
332,332,"Среды питательные микробиологические, основы питательные и сырье биологическое для вирусологических питательных сред, применяемых в медицине"
333,333,Статические преобразователи для устройств электроснабжения электрифицированных железных дорог
334,334,Стекло архитектурно-строительного назначения
335,335,Стеклоочистители
336,336,Стеклопакеты
337,337,"Столовые приборы, в том числе одноразового применения (кроме изделий для детей и подростков)"
338,338,Столы операционные (включая электрические)
339,339,Сыворотки прочие
340,340,"Сыворотки, антитела и прочие диагностические препараты, применяемые в медицине"
341,341,Термосы бытовые с сосудами из стекла
342,342,Тест-системы для диагностики других инфекционных заболеваний
343,343,"Тетради школьные ученические, обои и товары бумажно-беловые"
344,344,Товары бумажно-беловые
345,345,Товары бытовой химии
346,346,Товары бытовой химии в аэрозольной упаковке
347,347,Трансформаторы напряжения
348,348,Трансформаторы силовые
349,349,"Трансформаторы силовые (однофазные мощностью свыше 4 кВ А, трехфазные мощностью 6,3 кВ А и свыше)"
350,350,Трансформаторы тока
351,351,Трубки медицинские резиновые 
352,352,"Трубки медицинские, катетеры, канюли"
353,353,"Трубы круглого сечения сварные прочие, наружным диаметром более 406,4 мм, стальные, используемые для строительства, реконструкции и ремонта сетей водоснабжения и теплоснабжения"
354,354,Туалетная бумага
355,355,Туторы на верхние и нижние конечности
356,356,Удобрения минеральные
357,357,Удобрения фосфорные (фосфатные)
358,358,Узлы протезов верхних конечностей
359,359,Узлы протезов нижних конечностей
360,360,Ультрамарины для красок для розничной торговли (упаковка до 1 кг)
361,361,Устройства электрошоковые
362,362,Фанера авиационная
363,363,Фанера бакелизированная
364,364,Фанера общего назначения с наружными слоями из шпона лиственных пород
365,365,Фанера общего назначения с наружными слоями из шпона хвойных пород
366,366,Фотопленки
367,367,Шины пневматические для велосипедов 
368,368,"Шпалы деревянные для железных дорог широкой колеи, пропитанные защитными средствами"
369,369,Шприцы медицинские многократного и однократного применения
370,370,Щебень для балластного слоя железных дорог из природного камня
371,371,Щетки зубные для взрослых
372,372,Щитки защитные лицевые
373,373,Экраны: экраны рентгеновские
374,374,Электрическая энергия в электрических сетях общего назначения переменного трехфазного и однофазного тока частотой 50 Гц
375,375,"Электрические одеяла, подушки и матрацы"
376,376,Электроды для съема биоэлектрических потенциалов
377,377,Электрокардиографы 
378,378,Электрокардиостимуляторы наружные
379,379,Электрооборудование пассажирских вагонов
380,380,Электроэнцефалографы
381,381,Элементы и батареи гальванические
382,382,Элементы и батареи первичные
383,383,Эмали
384,384,бинты гипсовые медицинские
